State,k,lambda,Objective Value,Existing clients,New clients,Existing sum distance,New sum distance,Reassigned Clients,Reassigned Distance,Total Distance,Existing Average,Run Time
Montana,11,0,2727.4073200898597,727.0,17.25897251036715,2727.4073200898597,417.02729471200024,338.20326515369004,1144.4656851881994,3144.43461480186,3.751591912090591,0.04553268849849701
Montana,12,0,2589.864390149115,727.0,17.25897251036715,2589.864390149115,417.02729471200024,349.36920031542525,1144.4656851881994,3006.891684861115,3.5623994362436244,0.04536450281739235
Montana,13,0,2460.567815303476,727.0,32.219345594884814,2460.567815303476,669.728479100382,356.29855979341323,1144.4656851881994,3130.296294403858,3.3845499522743823,0.04540588706731796
Montana,14,0,2332.6408725361234,727.0,32.219345594884814,2332.6408725361234,669.728479100382,356.29855979341323,1016.5387424208463,3002.3693516365056,3.208584418894255,0.04483875259757042
Montana,15,0,2221.339095732638,727.0,35.09325468904436,2221.339095732638,736.7478693690508,356.29855979341323,905.236965617361,2958.0869651016887,3.0554870642814826,0.045512083917856216
Montana,16,0,2114.1596307421764,727.0,35.093254689044365,2114.1596307421764,736.7478693690508,410.82910746183165,1009.3541423399998,2850.9075001112274,2.9080600147760336,0.044546447694301605
Montana,17,0,2015.8538527077135,727.0,35.09325468904436,2015.8538527077135,736.7478693690509,410.82910746183165,911.0483643055367,2752.6017220767644,2.7728388620463735,0.04530617967247963
Montana,18,0,1919.2933477431015,727.0,35.09325468904436,1919.2933477431015,736.7478693690508,410.8291074618316,814.4878593409246,2656.0412171121525,2.6400183600317764,0.045554254204034805
Montana,19,0,1828.0404600410084,727.0,35.09325468904436,1828.0404600410084,736.7478693690509,431.0010854598437,870.7608652632649,2564.7883294100593,2.5144985695199566,0.046078138053417206
Montana,20,0,1737.5828402057134,727.0,35.09325468904436,1737.5828402057134,736.7478693690508,436.337004289962,870.7608652632649,2474.330709574764,2.390072682538808,0.04549255594611168
Montana,21,0,1649.7900680812354,727.0,35.093254689044365,1649.7900680812354,736.7478693690508,444.0760746430201,870.7608652632649,2386.5379374502863,2.2693123357376,0.045265961438417435
Montana,22,0,1571.886026102517,727.0,41.668647207848515,1571.886026102517,874.8643341413768,444.0760746430201,792.8568232845465,2446.7503602438937,2.1621540936760892,0.045256614685058594
Montana,23,0,1494.4097120685392,727.0,41.66864720784852,1494.4097120685392,874.8643341413768,457.83058698461286,765.5349321029473,2369.274046209916,2.0555841981685545,0.04465664178133011
Montana,24,0,1420.6626522918436,727.0,41.66864720784852,1420.6626522918436,859.8250636197429,457.8305869846128,691.787872326252,2280.4877159115867,1.9541439508828662,0.044816792011260986
Montana,25,0,1351.838951950359,727.0,41.66864720784852,1351.838951950359,859.8250636197429,457.83058698461286,622.9641719847673,2211.6640155701016,1.8594758623801362,0.044281430542469025
